GWAS-147-Hot_Blonde	0.00001	0.057378	0.00001	0.942582	0.00001	0.00001
NE-22-PB-05-08	0.421809	0.38237	0.175673	0.00001	0.014346	0.005792
MO-22-PB-04-07	0.625966	0.300119	0.073886	0.00001	0.00001	0.00001
ND-23-AA-01-19	0.777107	0.222853	0.00001	0.00001	0.00001	0.00001
SD-23-AA-01-12	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
ND-23-AA-02-16	0.706588	0.202094	0.091288	0.00001	0.00001	0.00001
ND-23-AA-02-02	0.979402	0.00001	0.020558	0.00001	0.00001	0.00001
MN-23-AA-04-03	0.414113	0.509496	0.076361	0.00001	0.00001	0.00001
GWAS-220-WI-M-H-20-109	0.00001	0.822422	0.00001	0.177538	0.00001	0.00001
IL-23-AA-01-07	0.438826	0.561134	0.00001	0.00001	0.00001	0.00001
IL-22-AB-02-01	0.243586	0.613227	0.096056	0.028891	0.00001	0.018231
MN-23-AA-01-04	0.419523	0.514664	0.065783	0.00001	0.00001	0.00001
WI-22-AB-11-10	0.00001	0.99995	0.00001	0.00001	0.00001	0.00001
GWAS-452-Vega	0.00001	0.00001	0.00001	0.00001	0.99995	0.00001
IL-22-PA-07-01	0.426411	0.564995	0.004371	0.004204	0.00001	0.00001
MN-23-AA-04-08	0.00001	0.902563	0.051988	0.02463	0.020799	0.00001
MN-23-AA-01-09	0.00001	0.999948	0.00001	0.000012	0.00001	0.00001
KS-22-PB-03-01	0.471447	0.406035	0.113511	0.00001	0.00001	0.008987
IA-22-PB-05-07	0.68794	0.306834	0.00001	0.00001	0.005196	0.00001
GWAS-385-Pine_Walker_Seedless	0.00001	0.238828	0.00001	0.701506	0.01031	0.049336
IA-22-PB-03-08	0.438438	0.556114	0.00001	0.005418	0.00001	0.00001
GWAS-382-WI-M-H-20-102	0.00001	0.789107	0.00001	0.195588	0.015275	0.00001
GWAS-197-WI-M-H-19-00112	0.345032	0.444356	0.058088	0.152504	0.00001	0.00001
IL-22-PA-01-04	0.154977	0.739214	0.101304	0.000012	0.004484	0.00001
WI-22-AB-04-02	0.610329	0.389631	0.00001	0.00001	0.00001	0.00001
WI-22-AB-04-10	0.191791	0.808166	0.00001	0.000013	0.00001	0.00001
WI-22-AB-06-10	0.195243	0.785783	0.018944	0.00001	0.00001	0.00001
KS-22-PB-04-01	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
GWAS-143-Early_Remedy	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
NE-22-PB-02-03	0.510691	0.449456	0.031565	0.00001	0.00001	0.008267
MN-23-AA-01-12	0.00001	0.964317	0.035643	0.00001	0.00001	0.00001
IA-22-PB-06-08	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
GWAS-193-21UO_Stout	0.00001	0.00001	0.00001	0.00001	0.543444	0.456516
GWAS-434-H_51	0.00001	0.807331	0.00332	0.174165	0.00001	0.015163
GWAS-389-Grandi	0.00001	0.00001	0.00001	0.00001	0.129556	0.870404
GWAS-140-Early_Remedy	0.00001	0.00001	0.00001	0.99995	0.00001	0.00001
NE-22-PB-02-02	0.530139	0.422641	0.007318	0.013273	0.003323	0.023305
GWAS-444-WI-M-H-19-00113	0.428383	0.394212	0.00001	0.177375	0.00001	0.00001
IA-22-PB-06-05	0.489031	0.502543	0.008396	0.00001	0.00001	0.00001
SD-23-AA-03-04	0.886038	0.00001	0.113922	0.00001	0.00001	0.00001
IL-22-AB-02-02	0.00001	0.854219	0.062318	0.044477	0.000211	0.038766
IL-23-AA-02-07	0.165285	0.792407	0.042278	0.00001	0.00001	0.00001
GWAS-229-WI-M-H-21-00102	0.00001	0.00001	0.00001	0.294616	0.373241	0.332113
NE-22-PB-04-02	0.46233	0.444611	0.081319	0.006111	0.003059	0.00257
WI-22-AB-05-04	0.47101	0.489619	0.019904	0.011704	0.007753	0.00001
WI-22-AB-13-05	0.409531	0.522642	0.02692	0.037996	0.00282	0.000091
ND-23-AA-02-06	0.229402	0.608405	0.162163	0.00001	0.00001	0.00001
GWAS-201-Santium	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
SD-23-AA-01-04	0.141227	0.642837	0.209237	0.00001	0.00001	0.006678
NE-22-PB-03-05	0.259394	0.683087	0.051083	0.00001	0.00001	0.006416
MN-23-AA-03-08	0.00001	0.931467	0.068493	0.00001	0.00001	0.00001
MO-22-PB-05-01	0.077342	0.664226	0.253684	0.00001	0.004728	0.00001
WI-22-AB-04-01	0.599726	0.40023	0.000011	0.000013	0.00001	0.00001
MN-23-AA-04-04	0.39809	0.519273	0.082607	0.00001	0.00001	0.00001
GWAS-114-Oregon_Sweetgum_	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
NE-22-PB-03-04	0.286429	0.577681	0.049799	0.061132	0.00001	0.024948
GWAS-182-WI-M-H-19-00109	0.133189	0.541542	0.097784	0.227466	0.00001	0.00001
WI-22-AB-03-09	0.611827	0.388129	0.00001	0.000015	0.00001	0.00001
MO-22-PB-01-08	0.999937	0.000014	0.00001	0.000018	0.00001	0.00001
NE-22-PB-07-03	0.53908	0.361034	0.017057	0.049096	0.020648	0.013085
MN-23-AA-05-13	0.00001	0.968456	0.00001	0.031504	0.00001	0.00001
NE-22-PB-02-07	0.690929	0.228819	0.031254	0.017973	0.00905	0.021975
GWAS-168-#5_33200	0.413407	0.358	0.034273	0.1943	0.00001	0.00001
GWAS-190-White_CBG_Seedless	0.165057	0.597321	0.044024	0.193444	0.00001	0.000144
SD-23-AA-01-10	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
ND-23-AA-01-02	0.698442	0.155375	0.146146	0.000017	0.00001	0.00001
GWAS-451-WI-M-H-20-104	0.00001	0.00001	0.00001	0.00001	0.99995	0.00001
SD-23-AA-04-07	0.754497	0.215434	0.022155	0.00001	0.007894	0.00001
MN-23-AA-04-11	0.445416	0.510468	0.037598	0.006498	0.00001	0.00001
MN-23-AA-05-11	0.11927	0.792163	0.088537	0.00001	0.00001	0.00001
IL-22-PA-01-01	0.00001	0.818721	0.087724	0.082768	0.00001	0.010766
NE-22-PB-01-10	0.736623	0.251495	0.00001	0.011852	0.00001	0.00001
GWAS-118-Umpqua	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
NE-22-PB-04-06	0.489694	0.436852	0.06359	0.00001	0.009844	0.00001
WI-22-AB-08-08	0.00001	0.931044	0.024568	0.017674	0.007118	0.019586
WI-22-AB-05-03	0.443844	0.528078	0.018617	0.009441	0.00001	0.00001
MO-22-PB-04-03	0.210489	0.62842	0.099934	0.013902	0.012195	0.035059
GWAS-136-WI-M-H-21-00100	0.00001	0.730503	0.00001	0.212483	0.019236	0.037758
WI-22-AB-04-06	0.439237	0.552014	0.008719	0.00001	0.00001	0.00001
WI-22-AB-08-03	0.00001	0.959162	0.01566	0.000342	0.024815	0.00001
IL-23-AA-01-01	0.46934	0.528508	0.002122	0.00001	0.00001	0.00001
GWAS-361-Blue_Magnolia	0.00001	0.00001	0.00001	0.00001	0.665773	0.334187
NE-22-PB-01-01	0.725415	0.239874	0.019386	0.00001	0.002688	0.012627
GWAS-404-21UO_Zaki'	0.00001	0.00001	0.00001	0.030337	0.572207	0.397426
WI-22-AB-01-06	0.197042	0.778932	0.00001	0.023996	0.00001	0.00001
GWAS-175-Cherry_Wine	0.00001	0.134205	0.00001	0.810104	0.00001	0.055662
MN-23-AA-01-06	0.134222	0.790617	0.075128	0.000013	0.00001	0.00001
GWAS-379-Cherry_33202	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
MO-22-PB-05-08	0.104877	0.661991	0.211297	0.00001	0.00001	0.021816
NE-22-PB-07-02	0.439842	0.385049	0.131882	0.027007	0.008789	0.00743
GWAS-121-21UO04_Boone_County_Feral	0.00001	0.00001	0.00001	0.00001	0.402968	0.596992
MN-23-AA-01-10	0.00001	0.990062	0.002085	0.00001	0.00001	0.007823
MO-22-PB-04-04	0.00001	0.876637	0.104677	0.00001	0.012569	0.006097
GWAS-401-WI-M-H-20-103	0.00001	0.00001	0.00001	0.01818	0.270707	0.711083
GWAS-376-Chinese_Hemp_Fiber_Planting_Seed	0.00001	0.04272	0.00001	0.95724	0.00001	0.00001
IA-22-PB-06-04	0.671994	0.298399	0.029577	0.00001	0.00001	0.00001
IL-23-AA-01-09	0.430575	0.569385	0.00001	0.00001	0.00001	0.00001
KS-22-PB-02-04	0.704899	0.146332	0.137687	0.010277	0.00001	0.000795
GWAS-171-Altair	0.00001	0.00001	0.00001	0.011917	0.271877	0.716176
GWAS-209-WI-M-H-19-00100a	0.00001	0.00001	0.00001	0.00001	0.99995	0.00001
WI-22-AB-11-02	0.00001	0.99995	0.00001	0.00001	0.00001	0.00001
MN-23-AA-05-15	0.126559	0.807756	0.065655	0.00001	0.00001	0.00001
WI-22-AB-05-06	0.686465	0.30235	0.00001	0.011155	0.00001	0.00001
ND-23-AA-02-19	0.302012	0.562321	0.069844	0.065803	0.00001	0.00001
MN-23-AA-04-06	0.48077	0.517686	0.00001	0.001514	0.00001	0.00001
ND-23-AA-01-17	0.994835	0.00001	0.005117	0.00001	0.000018	0.00001
GWAS-354-QPPL090	0.376266	0.464867	0.00001	0.158837	0.00001	0.00001
SD-23-AA-01-06	0.982875	0.00001	0.017085	0.00001	0.00001	0.00001
WI-22-AB-13-02	0.00001	0.878197	0.054183	0.048545	0.009993	0.009072
WI-22-AB-14-01	0.194273	0.760598	0.00001	0.035943	0.004914	0.004262
GWAS-372-Stormy	0.195336	0.6275	0.00001	0.177134	0.00001	0.00001
SD-23-AA-02-06	0.778819	0.206286	0.009242	0.00001	0.005632	0.00001
GWAS-125-WI-M-H-20-111	0.00001	0.029785	0.00001	0.00736	0.187268	0.775567
MN-23-AA-02-06	0.39137	0.462433	0.146167	0.00001	0.00001	0.00001
WI-22-AB-11-07	0.00001	0.983568	0.00001	0.016392	0.00001	0.00001
GWAS-179-X59	0.603599	0.232393	0.00001	0.160401	0.00001	0.003587
MN-23-AA-03-06	0.087428	0.764947	0.147595	0.00001	0.00001	0.00001
MN-23-AA-05-06	0.096908	0.773	0.130063	0.00001	0.00001	0.00001
IL-22-AB-01-03	0.00001	0.997621	0.00001	0.002339	0.00001	0.00001
GWAS-365-Otto_2	0.00001	0.00001	0.00001	0.00001	0.108256	0.891704
SD-23-AA-05-06	0.733588	0.214919	0.046799	0.000867	0.00001	0.003817
GWAS-151-Suvar_Haze_Seedless	0.00001	0.024199	0.026821	0.907779	0.019072	0.022118
IL-23-AA-01-02	0.6392	0.36076	0.00001	0.00001	0.00001	0.00001
GWAS-164-Hlesia	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
WI-22-AB-11-09	0.00001	0.975043	0.003372	0.021556	0.00001	0.00001
WI-22-AB-01-07	0.355226	0.580981	0.063763	0.00001	0.00001	0.00001
IL-22-PA-01-03	0.097263	0.762098	0.134989	0.00001	0.00001	0.005631
WI-22-AB-08-06	0.00001	0.963815	0.016092	0.005111	0.014963	0.00001
GWAS-397-WI-M-H-20-112	0.00001	0.00001	0.00001	0.99995	0.00001	0.00001
NE-22-PB-07-01	0.733015	0.231414	0.011057	0.002403	0.00923	0.012882
GWAS-157-WI-M-H-19-00107	0.00001	0.00001	0.00001	0.00001	0.880033	0.119927
GWAS-228-WI-M-H-21-00102	0.00001	0.00001	0.00001	0.00001	0.99995	0.00001
SD-23-AA-03-02	0.733697	0.216256	0.035537	0.003541	0.00001	0.010959
KS-22-PB-02-03	0.759692	0.220014	0.013291	0.00001	0.006982	0.00001
IA-22-PB-04-02	0.237333	0.723358	0.021997	0.010355	0.006948	0.00001
WI-22-AB-12-04	0.390166	0.603287	0.00001	0.006517	0.00001	0.00001
NE-22-PB-05-03	0.483366	0.348539	0.083398	0.01613	0.024282	0.044286
KS-22-PB-05-07	0.95045	0.00001	0.045593	0.003927	0.00001	0.00001
SD-23-AA-02-08	0.585804	0.38312	0.00001	0.00001	0.029561	0.001495
MO-22-PB-02-08	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
NE-22-PB-01-03	0.722026	0.205819	0.072125	0.00001	0.00001	0.00001
GWAS-413-Ruby_#1	0.199843	0.629998	0.00001	0.16819	0.00001	0.00195
MN-23-AA-01-07	0.398301	0.547594	0.054074	0.00001	0.00001	0.00001
IN-22-MB-01-04	0.120611	0.00001	0.879349	0.00001	0.00001	0.00001
MN-23-AA-04-13	0.217256	0.685831	0.096883	0.00001	0.00001	0.00001
NE-22-PB-02-06	0.698719	0.199753	0.058208	0.017804	0.00001	0.025507
GWAS-450-WI-M-H-20-104	0.033375	0.00001	0.193639	0.111256	0.102134	0.559585
GWAS-424-WI-M-H-19-00104	0.00001	0.70276	0.029932	0.247384	0.004119	0.015795
SD-23-AA-01-08	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
NE-22-PB-03-06	0.730235	0.252283	0.00001	0.00001	0.017452	0.00001
GWAS-457-21UO_Spectrum	0.702427	0.042218	0.027456	0.209675	0.00001	0.018214
IL-23-AA-01-03	0.205263	0.794697	0.00001	0.00001	0.00001	0.00001
GWAS-221-WI-M-H-20-109	0.00001	0.829379	0.00001	0.166413	0.00001	0.004177
KS-22-PB-04-06	0.726542	0.20574	0.065341	0.002358	0.00001	0.00001
WI-22-AB-13-03	0.023019	0.878859	0.079148	0.015884	0.00308	0.00001
IA-22-PB-04-04	0.517176	0.396685	0.076725	0.009393	0.00001	0.00001
KS-22-PB-02-09	0.496743	0.442801	0.055995	0.00001	0.00001	0.004441
IA-22-PB-06-01	0.289733	0.639194	0.041934	0.013221	0.009626	0.006292
GWAS-146-Ex_Wife	0.00001	0.085708	0.00001	0.914252	0.00001	0.00001
MO-22-PB-05-05	0.450271	0.476346	0.070395	0.00001	0.002968	0.00001
WI-22-AB-01-03	0.00001	0.914739	0.025913	0.036867	0.022462	0.00001
IA-22-PB-03-03	0.477028	0.51037	0.00001	0.012572	0.00001	0.00001
KS-22-PB-02-10	0.517473	0.387814	0.081549	0.00001	0.001076	0.012078
WI-22-AB-11-06	0.00001	0.994605	0.00001	0.005355	0.00001	0.00001
GWAS-456-21UO_Spectrum	0.00001	0.00001	0.00001	0.99995	0.00001	0.00001
GWAS-149-Hot_Blonde	0.00001	0.00001	0.139837	0.106097	0.366215	0.387831
SD-23-AA-03-09	0.679554	0.18477	0.125595	0.00001	0.000539	0.009531
MO-22-PB-03-03	0.511897	0.460826	0.00001	0.027247	0.00001	0.00001
ND-23-AA-02-07	0.710873	0.163463	0.124272	0.00001	0.00001	0.001373
IN-22-MB-01-01	0.043632	0.00001	0.956328	0.00001	0.00001	0.00001
MN-23-AA-03-12	0.00001	0.91121	0.072431	0.00001	0.00021	0.016129
NE-22-PB-08-02	0.443149	0.326404	0.176341	0.010922	0.018342	0.024842
GWAS-386-WI-M-H-20-105	0.00001	0.230483	0.00001	0.692714	0.024498	0.052285
MN-23-AA-02-12	0.40722	0.468243	0.124507	0.00001	0.00001	0.00001
GWAS-194-21UO_Stout	0.00001	0.00001	0.00001	0.018169	0.554091	0.42771
SD-23-AA-04-10	0.750244	0.21664	0.018548	0.007161	0.00001	0.007397
GWAS-142-Early_Remedy	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
NE-22-PB-04-09	0.155788	0.661735	0.174506	0.00001	0.006408	0.001553
WI-22-AB-13-06	0.4631	0.511738	0.00001	0.024583	0.000559	0.00001
KS-22-PB-01-01	0.528246	0.39875	0.024791	0.00001	0.015192	0.03301
WI-22-AB-06-09	0.370517	0.620772	0.00001	0.008681	0.00001	0.00001
IL-22-PA-07-06	0.00001	0.907829	0.049513	0.031808	0.001187	0.009653
IL-23-AA-02-03	0.196588	0.787344	0.016038	0.00001	0.00001	0.00001
NE-22-PB-06-06	0.420139	0.39059	0.164001	0.00001	0.012689	0.012571
IL-22-AB-01-09	0.17588	0.787617	0.020318	0.016166	0.00001	0.00001
IN-22-MB-01-08	0.009056	0.178913	0.799292	0.00001	0.012719	0.00001
MN-23-AA-04-12	0.678525	0.321434	0.00001	0.000011	0.00001	0.00001
SD-23-AA-05-08	0.784285	0.205712	0.00001	0.00001	0.00001	0.009973
WI-22-AB-03-06	0.205859	0.793993	0.00001	0.00001	0.000119	0.00001
SD-23-AA-02-09	0.58751	0.338506	0.00252	0.030515	0.015293	0.025656
SD-23-AA-03-01	0.870447	0.00001	0.129513	0.00001	0.00001	0.00001
GWAS-180-X59	0.210603	0.587136	0.024834	0.177407	0.00001	0.00001
GWAS-349-Super_Wife	0.00001	0.00001	0.00001	0.00001	0.99995	0.00001
IL-22-PA-01-06	0.00001	0.957208	0.025847	0.01017	0.00001	0.006755
GWAS-128-Early_Cherry	0.00001	0.00001	0.00001	0.00001	0.032026	0.967934
ND-23-AA-02-12	0.723264	0.126395	0.150311	0.00001	0.00001	0.00001
NE-22-PB-06-05	0.628412	0.230487	0.111519	0.00001	0.014744	0.014828
KS-22-PB-03-08	0.534878	0.44732	0.00001	0.00001	0.005468	0.012313
GWAS-219-21UO22_Boone_County_Feral	0.172959	0.474595	0.139933	0.167057	0.045447	0.00001
NE-22-PB-04-07	0.723094	0.248219	0.00001	0.008036	0.008211	0.012431
WI-22-AB-11-01	0.251496	0.72608	0.001242	0.021162	0.00001	0.00001
IA-22-PB-05-08	0.684111	0.304627	0.00001	0.00001	0.011232	0.00001
WI-22-AB-08-05	0.000018	0.949709	0.000011	0.022322	0.027929	0.00001
KS-22-PB-05-04	0.204526	0.618093	0.16925	0.000582	0.00001	0.007539
WI-22-AB-03-04	0.412428	0.582233	0.00001	0.00531	0.00001	0.00001
SD-23-AA-02-01	0.789624	0.180167	0.01048	0.011367	0.002254	0.006107
SD-23-AA-01-11	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
SD-23-AA-01-09	0.99995	0.00001	0.00001	0.00001	0.00001	0.00001
WI-22-FC-17-08	0.088911	0.555095	0.164832	0.018878	0.044727	0.127557
GWAS-131-21UO_S1	0.00001	0.00001	0.00001	0.00001	0.361399	0.638561
MO-22-PB-01-07	0.71826	0.2817	0.00001	0.00001	0.00001	0.00001
KS-22-PB-01-04	0.00001	0.776226	0.175778	0.012769	0.014528	0.02069
GWAS-200-WI-M-H-19-00112	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
GWAS-135-WI-M-H-21-00100	0.41638	0.420307	0.00001	0.162239	0.001053	0.00001
MN-23-AA-03-07	0.00001	0.942697	0.057263	0.00001	0.00001	0.00001
GWAS-113-Oregon_Sweetgum_	0.00001	0.00001	0.000011	0.00001	0.00001	0.999949
ND-23-AA-01-07	0.497751	0.39661	0.10561	0.00001	0.00001	0.00001
GWAS-183-WI-M-H-19-00109	0.152709	0.605321	0.048997	0.192952	0.00001	0.00001
MO-22-PB-02-01	0.268794	0.654767	0.035662	0.00001	0.018308	0.02246
WI-22-AB-08-02	0.00001	0.955426	0.01523	0.005494	0.02383	0.00001
IA-22-PB-01-01	0.181035	0.740838	0.059628	0.018479	0.00001	0.00001
WI-22-FC-17-07	0.00001	0.667754	0.100651	0.062099	0.070359	0.099127
MN-23-AA-02-07	0.197436	0.672304	0.104996	0.025244	0.00001	0.00001
WI-22-AB-05-09	0.26362	0.601547	0.074538	0.047476	0.012809	0.00001
GWAS-191-White_CBG_Seedless	0.183224	0.587555	0.018434	0.210766	0.00001	0.00001
GWAS-139-21UO_Wife	0.00001	0.00001	0.00001	0.99995	0.00001	0.00001
GWAS-187-QPPL151	0.00001	0.479244	0.00001	0.251218	0.070316	0.199201
ND-23-AA-01-13	0.771566	0.199702	0.006675	0.022036	0.00001	0.00001
WI-22-AB-01-09	0.00001	0.977593	0.00001	0.022367	0.00001	0.00001
IA-22-PB-04-05	0.520924	0.472707	0.00001	0.00001	0.004301	0.002048
GWAS-117-Umpqua	0.446293	0.102602	0.081554	0.188272	0.034518	0.146761
IA-22-PB-03-06	0.479667	0.507579	0.00459	0.003407	0.004747	0.00001
SD-23-AA-03-05	0.682799	0.205352	0.111818	0.00001	0.00001	0.00001
SD-23-AA-05-07	0.190567	0.624839	0.168386	0.00001	0.016188	0.00001
IL-23-AA-02-10	0.160608	0.799641	0.039721	0.00001	0.00001	0.00001
SD-23-AA-04-03	0.476787	0.428938	0.086175	0.00001	0.00001	0.00808
IA-22-PB-06-09	0.48766	0.403389	0.09096	0.00001	0.012761	0.00522
WI-22-AB-01-10	0.138926	0.782039	0.079005	0.00001	0.00001	0.00001
KS-22-PB-04-02	0.989009	0.00001	0.010949	0.00001	0.000012	0.00001
GWAS-378-Cherry_33202	0.00001	0.111955	0.00001	0.888005	0.00001	0.00001
GWAS-206-WI-M-H-19-00100a	0.188752	0.632619	0.006118	0.172491	0.00001	0.00001
MO-22-PB-01-06	0.724184	0.275776	0.00001	0.00001	0.00001	0.00001
IL-23-AA-02-06	0.00001	0.970086	0.00001	0.029874	0.00001	0.00001
GWAS-402-WI-M-H-20-103	0.00001	0.00001	0.00001	0.00001	0.199109	0.800851
GWAS-375-Chinese_Hemp_Fiber_Planting_Seed	0.189978	0.662787	0.00001	0.147205	0.00001	0.00001
IL-22-PA-06-01	0.44032	0.544767	0.013445	0.001449	0.00001	0.00001
IN-22-MB-01-10	0.241681	0.00001	0.758279	0.00001	0.00001	0.00001
KS-22-PB-03-05	0.461202	0.399145	0.125017	0.00001	0.011445	0.003181
GWAS-447-WI-M-H-20-110	0.00001	0.794657	0.001738	0.193097	0.000627	0.009871
WI-22-AB-07-07	0.211339	0.777315	0.00001	0.009834	0.00001	0.001493
NE-22-PB-04-01	0.472752	0.420959	0.087161	0.010594	0.008524	0.00001
SD-23-AA-01-05	0.173196	0.718848	0.107926	0.00001	0.00001	0.00001
ND-23-AA-01-16	0.771783	0.223519	0.00001	0.00001	0.000163	0.004515
NE-22-PB-02-04	0.487653	0.45162	0.042422	0.011868	0.006191	0.000246
WI-22-AB-05-08	0.217546	0.61233	0.075859	0.073032	0.020428	0.000805
IL-22-AB-01-01	0.962773	0.007622	0.013441	0.0027	0.013454	0.00001
NE-22-PB-04-08	0.733025	0.243503	0.003636	0.001903	0.017923	0.00001
GWAS-161-WI-M-H-19-00105	0.00001	0.00001	0.00001	0.026204	0.58072	0.393046
WI-22-AB-03-05	0.198366	0.792397	0.00001	0.009207	0.00001	0.00001
MO-22-PB-05-06	0.151624	0.673125	0.164572	0.00001	0.006385	0.004284
IL-22-AB-01-08	0.365047	0.634909	0.00001	0.000014	0.00001	0.00001
IN-22-MB-01-09	0.175819	0.00001	0.824141	0.00001	0.00001	0.00001
GWAS-356-Magic_Bullet_5	0.00001	0.78223	0.00001	0.203037	0.004335	0.010377
IL-22-PA-04-03	0.00001	0.793589	0.037502	0.076753	0.02386	0.068286
GWAS-353-QPPL090	0.00001	0.784635	0.00001	0.198898	0.016437	0.00001
ND-23-AA-01-12	0.977764	0.00001	0.022196	0.00001	0.00001	0.00001
GWAS-371-Stormy	0.391813	0.454462	0.00001	0.153694	0.00001	0.00001
NE-22-PB-03-07	0.426031	0.448086	0.125853	0.00001	0.00001	0.00001
GWAS-124-WI-M-H-20-111	0.00001	0.00001	0.010205	0.063943	0.249583	0.676249
GWAS-150-Suvar_Haze_Seedless	0.00001	0.00001	0.223432	0.18697	0.160829	0.428749
IA-22-PB-06-10	0.707902	0.207013	0.085055	0.00001	0.00001	0.00001
IL-22-PA-01-05	0.00001	0.93283	0.037246	0.01821	0.011101	0.000603
GWAS-165-Hlesia	0.00001	0.00001	0.00001	0.00001	0.00001	0.99995
WI-22-AB-07-04	0.360975	0.637176	0.00001	0.001819	0.00001	0.00001
